,joint1,joint2,joint3,joint4,joint5,joint6,X_axis,Y_axis,Z_axis
292,9930,144226,-137647,-2164,-2086,-1742,585017,102554,272651
293,9930,162554,-137629,-2164,-5578,-1632,603141,105940,83508
294,-2575,163556,-137752,-2401,-32931,470,612413,-25467,116501
295,-9536,161743,-137752,-3238,-60382,416,585310,-93794,174058
296,-10485,161802,-137752,-708,-24706,663,604893,-111475,122433
297,-10503,176863,-137752,-666,-32592,663,585132,-107908,-24787
298,-17047,176757,-137752,0,-37660,663,568963,-174467,-15767
299,-28598,176757,-137752,0,-42165,663,521860,-284506,-8651
300,-30562,176757,-137697,3508,-41875,663,509822,-305374,-9497
301,-60998,176710,-137697,4324,-41531,663,284219,-522089,-9596
302,-63104,170373,-137769,4513,-41081,663,269793,-542296,56525
303,-63274,158361,-137769,4304,-13208,663,275207,-550066,141209
304,-69153,162318,-137760,4311,0,663,217144,-570229,78319
305,-74589,175517,-137760,7931,-25959,663,153475,-577457,-21675
306,-88116,173927,-137807,7803,-69776,663,7522,-581647,59892
307,-86617,165206,-137807,6908,-60674,663,25539,-593851,138409
308,-84589,150035,-137807,4159,-42106,663,51229,-587875,272756
309,-78114,150035,-137750,3174,-8055,663,124208,-593576,221832
310,-57227,150567,-137700,3207,-7975,663,328145,-511029,215771
311,-57275,167588,-137691,7768,-8847,663,327198,-512689,35119
312,-57291,159652,-137755,7817,-10426,663,330378,-518598,122769
313,-57286,159652,-137755,7927,-11355,663,330314,-518817,124218
314,-57355,159652,-137755,8360,-11345,663,329576,-519278,124185
315,-57731,134026,-137755,-4971,12234,663,297216,-473845,353522
316,-58056,97945,-121921,-18215,41567,601,181501,-326767,520869
317,-58056,50501,-63128,-18375,36110,601,74511,-151456,436096
318,-58056,24602,-26502,-15647,21101,645,42057,-84153,306475
319,-58056,7494,494,-8730,4339,645,34485,-57283,195435
320,-59076,7494,494,-8681,2156,645,34104,-57938,198840
321,-78467,7494,494,-8681,3072,645,12691,-65880,197409
322,-97308,7494,494,-8681,3072,645,-9264,-66448,197409
323,-107117,7494,494,-8681,3072,645,-20449,-63899,197409
324,-114076,7494,494,-8681,2562,645,-27963,-61074,198206
325,-53248,7494,494,-8681,2622,645,39680,-54187,198111
326,19884,7494,494,-8681,2622,645,63369,22251,198111
327,25010,7494,494,-8681,2678,645,61125,27808,198024
328,67047,7494,494,-8681,3819,645,26952,61297,196243
329,71056,7494,494,-8681,6961,645,23075,62103,191364
330,90117,7494,494,-8514,6961,645,1497,66234,191359
331,101090,7494,494,-8514,5226,645,-11619,65655,194051
332,101090,7494,494,-8618,-54079,645,-17321,30952,276942
333,95371,7494,494,-8713,-56135,645,-14310,29918,278907
334,71212,7494,494,-8692,-56135,645,-786,33146,278911
335,54759,7494,494,-6643,-56188,645,10788,30430,279321
336,38338,7494,494,-6267,-56188,645,19258,25755,279377
337,8901,7494,494,-6251,-56138,645,29497,12948,279332
338,-20121,7494,494,-6251,-56138,645,32075,-2988,279332
339,-29132,7494,494,-6239,-56138,645,31203,-7988,279334
340,-70793,7494,494,-6219,-56138,645,17977,-26718,279337
341,-87687,7494,494,-6219,-56138,645,9436,-30790,279337
342,-104199,7494,494,-6219,-56173,645,310,-32159,279370
343,-120140,7494,437,-5166,-56173,645,-9691,-30249,279813
344,-120140,7494,-30179,-3472,-36836,645,14877,19041,416112
345,-120140,7443,-37039,-4703,0,645,3107,5351,409979
346,-92625,7443,-37039,-4703,438,645,208,5793,409406
347,-78248,7443,-37039,-4703,438,645,-1236,5663,409406
348,-46385,7443,-37039,-4703,438,645,-4039,4157,409406
349,-18154,7443,-37039,-4703,438,645,-5525,1751,409406
350,5179,7443,-37039,-4703,492,645,-5719,-582,409335
351,30024,7443,-37039,-4703,492,645,-4945,-2932,409335
352,31961,7443,-37039,-4703,484,645,-4849,-3100,409345
353,62939,7443,-37039,-4703,484,645,-2562,-5154,409345
354,86899,7443,-37039,-4703,484,645,-248,-5750,409345
355,92306,7499,-37039,-4703,484,645,283,-5466,409351
356,107181,7633,-37039,-4703,484,645,1480,-4574,409363
357,107181,41682,-62870,-4704,495,645,-33040,107076,509456
358,107229,46266,-74113,-4704,467,645,-32002,103400,556936
359,72934,46266,-74113,-3990,467,645,31813,103459,556936
360,55644,46266,-74113,-1738,467,645,61101,89346,556935
361,20190,46269,-74113,0,509,645,101645,37379,556872
362,2494,46218,-74113,0,458,645,107764,4695,557037
363,-19630,46218,-74113,0,458,645,101596,-36238,557037
364,-42601,46334,-74113,0,458,645,80045,-73610,556817
365,-51828,46268,-74113,0,458,645,66897,-85098,556943
366,-77635,46267,-74113,0,458,645,23177,-105731,556944
367,-78125,46153,-74113,0,458,645,22093,-105076,557159
368,-78010,45747,-92432,2606,13361,645,9278,-39086,619014
369,-78010,44099,-108172,-3878,33684,645,-10161,31414,642039
370,-61789,44033,-108193,-3224,33892,645,-18266,28014,641770
371,-20697,44222,-108193,-3171,33892,645,-30559,8545,641876
372,10374,44222,-108193,-3220,33892,645,-30579,-8496,641877
373,21308,46558,-108142,-3220,33948,645,-8399,-6340,642521
374,60904,46869,-108142,-3220,33887,645,-1091,-7823,642649
375,85733,46888,-108142,-3204,33887,645,2293,-7378,642651
376,105130,46888,-108142,-3180,33887,645,4593,-6202,642650
377,105984,46837,-109365,-3196,19729,645,9474,-26854,662926
378,105984,46695,-135068,6631,19428,645,45393,-171483,691438
379,100619,46695,-134863,7911,19992,645,28109,-173161,691217
380,70079,46755,-134863,24783,21910,645,-72909,-159404,690313
381,36982,46697,-134863,24896,21197,645,-149155,-94983,690498
382,22156,46697,-134863,25332,21469,645,-168398,-53186,690355
383,-29358,44790,-134863,25442,22891,645,-160650,107816,683498
384,-30403,45134,-134863,25099,23138,645,-155405,108775,684526
385,-64136,45031,-134863,25213,22946,645,-69453,177909,684280
386,-88289,45031,-134863,25328,23313,645,9732,190289,684090
387,-88214,44458,-134925,25299,-8570,645,-13302,240792,684258
388,-88137,38389,-135025,25129,-8738,645,-15613,299543,655353
389,-75289,38389,-135025,25113,-8684,645,-81773,288514,655381
390,-37522,38389,-135025,25225,-8684,645,-241351,177962,655383
391,-17847,38389,-135025,25287,-8304,645,-286611,86383,655581
392,-2433,38389,-135025,25272,-8304,645,-299263,7102,655581
393,22076,38282,-135025,25225,-7644,645,-275518,-117311,655351
394,46118,38282,-135025,25095,-7241,645,-203662,-218793,655547
395,60830,38282,-135025,25118,-6970,645,-141396,-262933,655678
396,88954,38282,-135025,25278,-7022,645,-698,-298598,655656
397,105156,38282,-135025,25071,-6568,645,82161,-286442,655868
398,112389,38282,-134959,25272,-2802,645,113126,-269621,657556
399,112430,38881,-134271,25348,14316,645,89676,-242487,663377
400,112430,82766,-133380,20641,-7079,645,-60653,157294,707815
401,112430,90424,-133233,20790,-12939,645,-84221,222978,684162
402,141098,90424,-133233,20790,-12221,645,-181844,155523,683647
403,144143,90484,-133233,20843,-11535,645,-191259,146215,682889
404,153330,90504,-133233,20786,-5590,645,-220428,114239,677980
405,130797,90504,-133233,20786,-8641,645,-156093,188281,680559
406,113954,90504,-133233,20786,-8641,645,-94846,225431,680559
407,81344,90770,-133233,20786,-8641,645,41986,243563,679418
408,72726,90770,-133171,20144,-8540,645,77932,234947,679150
409,39822,90716,-133171,19333,-8646,645,192444,154570,679512
410,27992,90716,-133171,16283,-8643,645,219578,112371,679660
411,2642,90772,-133171,16523,-8540,645,247226,7560,679324
412,-19318,90772,-133171,16725,-8568,645,232072,-85489,679338
413,-31655,90772,-133171,17350,-8128,645,208979,-133353,678937
414,-60774,90772,-133171,17405,-8128,645,117667,-218200,678935
415,-60773,90712,-133171,17241,-8128,645,117411,-217670,679200
416,-84185,90767,-133226,16779,-8425,645,21208,-246281,679432
417,-92884,90767,-133226,16993,-8371,645,-16309,-246734,679376
418,-92702,101953,-133226,16942,-8351,645,-20375,-349929,620822
419,-92099,126018,-133226,18049,-10107,645,-24068,-521525,437023
420,-88015,132693,-133370,18490,-17104,645,10608,-551200,384938
421,-72168,132693,-133370,18438,-17583,645,160435,-527137,385608
422,-64800,132693,-133370,18500,-17583,645,226686,-502223,385599
423,-44803,132693,-133370,18514,-17532,645,384797,-394437,385527
424,-28690,132693,-133370,18272,-17532,645,479199,-272050,385563
425,-17831,132693,-133370,17272,-17532,645,521996,-176465,385708
426,-7988,132693,-133370,17725,-17532,645,544457,-84833,385643
427,472,132693,-133370,17826,-17532,645,551015,-3849,385629
428,-2952,132693,-133370,17398,-17584,645,549772,-36589,385763
429,-31949,132701,-133143,25678,-17521,645,461637,-301889,382843
430,-59973,132753,-133143,22179,-17572,645,267043,-482761,383083
431,-90775,132753,-133143,22337,-17572,645,-17905,-551410,383055
432,-115559,132753,-133143,22404,-17572,645,-247433,-493105,383042
433,-126534,132753,-133143,22417,-17572,645,-336795,-436973,383040
434,-149103,132753,-133143,22414,-17572,645,-478708,-274253,383040
435,-154052,132753,-133143,22414,-17572,645,-500582,-231935,383040
436,-156323,132753,-133143,21612,-18280,645,-508982,-211697,384143
437,-154979,132753,-133143,22813,-17554,645,-504357,-223658,382943
438,-137815,132603,-133196,22424,-17554,645,-415208,-362155,384766
439,-137338,103163,-133196,22365,-2330,645,-270885,-247718,606137
440,-130279,94653,-133251,22900,-2538,645,-189387,-221051,655558
441,-100530,94653,-133251,23367,-2147,645,-54602,-286345,655153
442,-100689,86105,-144305,24809,-2281,645,-29468,-147917,723743
443,-100689,84915,-165074,24809,-3090,645,-5011,-15074,750348
444,-100689,84563,-164885,24866,-5665,827,-5466,-8594,750417
445,-100689,76803,-119330,24776,-5670,827,-37336,-177475,678858
446,-100735,36223,-52502,18856,-5095,827,-21630,-100061,472513
447,-100735,6961,-18166,18907,-5066,827,-10741,-42673,319209
448,-100735,5037,-16714,19694,-4434,827,-9962,-39817,311631
449,-115924,41,-8089,19369,-12588,827,-23067,-32406,278093
450,-145737,41,-8089,28339,-12411,827,-37977,-14636,276649
451,-152040,41,-8089,27981,-10458,827,-39688,-12292,274229
452,-99742,41,-8089,28394,-9813,827,-14242,-39365,273350
453,-62875,41,-8089,28339,-4220,827,17238,-40622,266046
454,-57812,41,-8089,28215,-4722,827,20453,-38883,266726
455,-27309,41,-8089,27879,-4722,827,37301,-23203,266741
456,-7063,41,-8089,27919,-4674,827,43051,-8833,266674
457,-747,18288,-22760,27672,-7758,827,74745,-6681,336769
458,-747,47222,-51631,27274,-11811,827,165347,-10694,450063
459,-747,89464,-88447,27274,-12898,827,371643,-14160,469273
460,-747,114629,-108354,27418,-13279,827,492731,-16057,396610
461,-747,116134,-125040,27409,-13703,827,478202,-16166,480960
462,-800,116134,-149335,-443,2158,827,416034,-5840,585420
463,485,116146,-150752,-2593,2230,827,410555,3316,591540
464,36555,116092,-150752,-3230,0,827,327680,242961,594690
465,47276,116092,-150752,-3230,-1025,827,275981,298972,595933
466,70144,116134,-150752,-3224,-1025,827,138226,383046,595636
467,86772,116134,-150752,-3224,-1025,827,22838,406582,595636
468,88298,116134,-150752,-3224,-1025,827,11997,407046,595636
469,48814,116134,-150752,-3224,-1035,827,268078,306523,595647
470,34256,116134,-150752,-3224,-1035,827,336520,229296,595647
471,-1238,116134,-150752,-3224,-1035,827,407120,-8708,595647
472,-3651,125748,-150308,-3224,-3290,827,479072,-30279,521831
473,-4224,139636,-150357,-3216,-5124,827,559137,-40846,397970
474,-21154,139747,-150297,-3215,-5124,827,523626,-202135,396545
475,-24687,139821,-150297,-3256,-5092,827,510513,-234165,395775
476,-47172,139821,-150297,-3240,-5148,827,382128,-411582,395859
477,-47623,139922,-150297,-3240,-5338,827,379145,-414843,395144
478,-51104,140055,-150297,-3241,-5888,827,353495,-437316,394655
479,-74042,140888,-150250,-3194,-5489,827,156214,-544558,385593
480,-83863,140888,-150250,-3236,-5546,827,61048,-563192,385678
481,-93744,140888,-150250,-3236,-5496,827,-36506,-565340,385603
482,-100953,140888,-150250,9816,-5296,827,-109081,-556056,385198
483,-89230,155795,-150362,9452,-6085,827,6668,-614830,232505
484,-76163,155795,-150362,10406,-6831,827,145113,-597370,233636
485,-57000,155795,-150362,10390,-7141,827,333062,-516633,234117
486,-40065,155795,-150362,14806,-7462,827,468431,-397920,234418
487,-27083,155795,-150362,14766,-7472,827,545850,-282512,234434
488,-11307,155729,-150362,14679,-7469,827,601975,-123425,235145
489,-3428,155729,-150362,14843,-7469,827,613209,-39776,235137
490,11125,155729,-150362,14796,-7469,827,603525,115606,235139
491,26141,155729,-150362,14804,-7469,827,552964,268025,235139
492,47134,155729,-150362,14661,-7469,827,420222,448353,235146
493,57006,155665,-150309,14831,-9808,827,337602,512700,239068
494,68447,155665,-150309,14840,-9808,827,229199,569477,239067
495,84937,155665,-150309,14788,-9808,827,58104,611114,239071
496,87309,155665,-150309,14835,-9808,827,32781,612994,239067
497,103833,155665,-150309,14813,-9808,827,-142928,596999,239069
498,108657,155665,-150309,14790,-9809,827,-192090,583041,239072
499,102713,162299,-150257,14851,-10646,827,-132920,608744,168340
500,101070,165927,-150327,14779,-15811,827,-113673,613896,137181
501,92900,165927,-150327,15343,-15811,827,-25041,623820,137119
502,81205,165927,-150327,14830,-15057,827,101442,616141,136021
503,77242,166032,-150327,14817,-15012,827,143768,607689,134803
504,65908,166558,-150273,15007,-14646,827,260373,567698,128170
505,51686,166558,-150273,14885,-14602,827,391815,486379,128116
506,47243,166558,-150273,14820,-14076,827,428178,454762,127314
507,42682,166558,-150273,14833,-13671,827,462909,419404,126690
508,21256,166558,-150273,15278,-13671,827,584174,221171,126647
509,13063,166558,-150273,14835,-13671,827,609704,135815,126690
510,1075,166558,-150273,14840,-13671,827,624616,6219,126689
511,-12269,166558,-150273,14832,-13671,827,609186,-138117,126690
512,-12803,166558,-150273,14924,-13671,827,607863,-143825,126681
513,-41300,166558,-150273,14891,-13657,827,465608,-416405,126664
514,-51113,166603,-150273,14871,-11311,827,388620,-489159,122572
515,-66602,166603,-150273,14814,-11491,827,243824,-575197,122855
516,-80762,166603,-150273,14861,-11536,827,95672,-617371,122920
517,-87580,166603,-150273,14853,-11536,827,21708,-624363,122921
518,-91380,166097,-150308,14840,-12395,827,-20050,-624376,129961
519,-89880,173423,-150336,14853,-11786,827,-3467,-620417,49487
520,-85211,175611,-150336,14817,-11094,827,47040,-615213,24795
521,-75655,175611,-150336,14816,-11094,827,148519,-598867,24795
522,-63778,175611,-150336,14835,-11094,827,268592,-555479,24794
523,-60144,175611,-150336,14836,-11094,827,303262,-537337,24794
524,-41214,175557,-150336,14846,-11094,827,461241,-409964,25379
525,-30980,175557,-150336,14841,-11110,827,526744,-321496,25403
526,-17320,175557,-150336,14874,-11110,827,587766,-188013,25401
527,-6594,175557,-150336,15310,-11172,827,612472,-75494,25462
528,11305,175557,-150336,14443,-11106,827,605982,116684,25426
529,28366,175557,-150336,14802,-11106,827,545120,289244,25400
530,39263,175557,-150336,14806,-11097,827,480611,387077,25386
531,55884,175056,-150336,14828,-11243,827,350347,509055,31010
532,69068,174996,-150336,14815,-11301,827,225057,575642,31740
533,75648,174996,-150336,14837,-11275,874,157611,597633,31699
534,77277,175068,-150336,14808,-12026,874,140853,601846,32068
535,70895,175016,-150336,14692,42590,874,172195,544866,-33311
536,68940,174963,-150336,14763,61385,874,176254,514392,-41564
537,55843,174963,-150336,14674,60972,874,288754,461482,-41498
538,49842,175056,-150336,14681,60799,874,335440,428751,-42336
539,29880,175004,-150336,14613,56973,874,467352,290733,-40760
540,24457,175055,-150336,14664,56929,874,492651,245282,-41212
541,-2623,175055,-150336,14463,56112,874,551512,-6379,-40988
542,-7573,174995,-150336,21334,55536,874,551977,-45856,-37602
543,-23293,174995,-150336,35530,53004,874,530958,-182610,-28587
544,-26543,175052,-150336,37714,52995,874,521121,-210617,-27582
545,-41491,174991,-150336,-10902,53113,874,407077,-378419,-40099
546,-43167,175042,-150336,8293,52757,874,412554,-372643,-40947
547,-62638,175042,-150336,13231,52696,874,270397,-486470,-39822
548,-74486,175042,-150336,17471,52696,874,169861,-530702,-38487
549,-73375,165754,-150272,4092,74684,874,160920,-517065,40639
550,-73375,159006,-150263,1089,74735,874,158184,-523955,104568
551,-71938,158941,-149939,1360,74735,874,171529,-519262,103667
552,-71856,132466,-149939,1214,74989,874,156785,-472474,349240
553,-71649,117094,-149994,1222,75052,874,133964,-397910,473275
554,-72128,89957,-149978,-351,75115,874,65137,-203773,626062
555,-71364,75799,-93901,1886,74150,874,81766,-233445,454119
556,-70451,75879,-49202,9280,56356,874,88102,-211609,245993
557,-63745,75827,-49202,10650,56062,874,113969,-199520,246584
558,-36717,75827,-49202,12167,64317,1918,183947,-115635,245223
559,-26600,75827,-49202,11716,64317,1918,201593,-80779,245099
560,6177,75827,-49202,19187,63835,1918,214186,50181,247785
561,6161,75827,-49202,20686,62764,1869,215946,52063,248568
562,47892,75827,-49311,5674,54739,1869,149883,176252,246631
563,51580,75827,-49311,4711,55389,1869,138300,184268,246342
564,85692,75827,-49311,4450,55450,1926,11489,229996,246295
565,89562,75830,-49311,16068,57179,1926,-19421,228698,248274
566,115672,75830,-49311,11617,57332,1926,-112587,198615,246907
567,123220,75830,-49937,11725,56000,1877,-139698,185332,250213
568,150981,75830,-49937,11780,55879,1877,-210135,98980,250268
569,152038,75830,-49937,2628,56381,1920,-205182,104986,248681
570,100090,75789,-49937,-1589,66359,1920,-35332,211752,246659
571,79203,67687,-49946,-6168,74809,1920,43345,176913,274625
572,79203,58868,-34905,-6161,74559,1920,32755,121499,233015
573,77784,53547,-32587,-18951,72408,1920,51708,105705,238821
574,37936,53547,-32587,-17632,60451,1920,119459,62713,240386
575,23688,53547,-32587,-14927,59737,1920,130458,35125,239634
576,-10502,53547,-32587,-14907,55738,1920,133774,-44478,241300
577,-26631,56093,-32631,-3187,53663,1938,129807,-69652,233849
578,-62168,56029,-32631,6119,56166,1938,74088,-123073,233173
579,-91685,56029,-32631,6230,59074,1938,4382,-139143,232086
580,-120762,55913,-32631,5104,67526,1938,-57724,-111603,230282
581,-140918,55913,-32631,3253,67526,1938,-94303,-82737,230094
582,-145456,55913,-32631,0,67483,1938,-103281,-71100,229971
583,-145273,55971,-45654,1664,74727,1938,-114750,-82637,287696
584,-145165,56017,-62983,8529,72460,1938,-123576,-101676,373973
585,-100945,56017,-62983,16787,61305,1938,-10302,-174701,386529
586,-91454,56017,-62983,20642,60448,1938,23476,-174809,389067
587,-53290,56017,-62983,20679,60582,1938,126447,-122752,388951
588,-28217,55961,-62983,20849,60368,1938,166607,-57448,389417
589,-1825,55961,-62983,23594,60368,1938,174593,26110,390818
590,-1825,56014,-62983,45341,66808,-18470,163936,54302,402155
591,10997,55300,-62983,50104,65322,-19189,144442,92698,410244
592,40244,55417,-62930,9972,68941,-19189,113809,115593,378624
593,40244,55417,-62930,4517,71142,-18920,116844,107783,375756
594,78358,55417,-62930,6589,69423,-18920,22495,159786,377500
595,82368,55417,-62930,17050,72390,-18920,-4442,158341,378203
596,107510,55417,-62930,15135,72382,-19406,-68695,142466,377425
597,124948,55417,-62930,12235,69246,-19202,-107012,121638,378991
598,115217,85132,-62930,-6161,30987,-18516,-132323,292787,286933
599,115126,100013,-62930,-6165,25883,-15739,-148838,327401,202881
600,95132,100121,-62930,-6216,28239,-15739,-27253,355554,200311
601,81035,100121,-62930,-6221,27233,-14622,60235,352869,201105
602,70659,100017,-62930,-6221,28559,-14622,122346,334334,200707
603,45988,100017,-62930,-6170,28172,-14622,251031,253196,201004
604,22339,100017,-62930,-5713,15124,-13084,346014,139635,213124
605,5680,100077,-62930,-5758,15850,-13084,370784,34377,211964
606,-27083,100077,-62930,-5674,14819,-13084,331556,-172127,213061
607,-36841,100022,-62930,-5120,10398,-12289,301948,-228056,218372
608,-45361,100022,-62930,4326,9332,-12289,267447,-269263,219612
609,-69867,100022,-62930,1694,9332,-12222,131028,-356155,219581
610,-80209,100073,-62930,1677,9282,-12222,64977,-374029,219302
611,-99104,100022,-62930,1345,9325,-12222,-59709,-374773,219583
612,-99104,100076,-62930,1932,-64835,-12222,-64133,-382636,328598
613,-99104,100027,-66822,3584,-71119,-12176,-66253,-379395,357046
614,-98560,100078,-93165,4240,-71752,-12237,-61413,-365031,493082
615,-77356,100078,-93165,4124,-71751,-12239,74947,-362493,493095
616,-56797,100027,-93165,4316,-71699,-12239,197093,-313035,493372
617,-42705,100027,-93165,4584,-71699,-12239,267106,-255921,493341
618,-20120,100027,-93165,4594,-71699,-12239,344903,-133726,493340
619,481,100027,-93165,4337,-71699,-12191,369898,-3423,493370
620,10932,100027,-93165,4351,-71699,-12191,364387,63709,493368
621,34070,100079,-93165,4347,-65120,-12191,318089,207565,488879
622,54711,100079,-93165,4317,-65120,-12191,224463,306399,488882
623,65157,100027,-93165,4325,-65120,-12191,165062,341711,489225
624,78503,100027,-93165,4365,-65120,-12191,81781,370573,489220
625,87855,93466,-93165,3893,-65161,-12191,18139,334600,530247
626,90747,79922,-93179,2831,-65258,-12237,1082,230154,597553
627,90747,81453,-90585,3352,-61909,-12237,1357,256010,578717
628,90650,81660,-59517,2180,-47878,-12237,-1082,321517,401572
629,73275,81660,-59517,3500,-48814,-12237,96296,305945,402769
630,57874,81660,-59517,3914,-48588,-12180,174588,269283,402433
631,19170,81660,-59517,4376,-48588,-12180,304797,100453,402395
632,-12378,81660,-59517,5419,-49714,-12180,311058,-74982,403805
633,-31172,81602,-59517,12523,-49661,-12180,265384,-178126,402778
634,-57985,81602,-59517,9621,-49611,-12180,159559,-277058,403355
635,-82241,81655,-59517,9255,-49190,-12180,32242,-318712,402570
636,-105881,81655,-59517,9468,-48648,-12241,-98536,-305279,401806
637,-105942,81655,-59517,12201,-48866,-11318,-101887,-303932,401510
638,-105895,81655,-59517,53597,-47573,7138,-137915,-286894,375136
639,-105895,81655,-59517,59034,-48849,19894,-141660,-282914,371179
640,-102257,81655,-59517,10817,-41107,19841,-80211,-316304,391087
641,-94425,81655,-59517,-9728,-41107,19890,-15086,-325990,391280
642,-89850,81592,-59517,-9386,-43695,19887,11101,-324105,395373
643,-89850,81592,-59517,-12920,-43571,19887,14871,-323965,394484
644,-89917,81592,-59517,-12030,-42791,19887,13352,-324597,393590
645,-79802,81645,-59517,-12254,-41963,19887,70322,-317995,392069
646,-61432,81594,-59517,-14181,-40615,19887,168608,-279313,390009
647,-36766,81645,-59517,-13744,-32078,19834,271832,-188779,377331
648,-34399,81589,-59517,-13804,-32885,19834,279080,-176795,378844
649,-13116,81489,-59517,-13754,-32885,19834,323775,-63378,379432
650,1354,81213,-59517,-13807,-32677,19834,328192,19486,380698
651,1354,81213,-59517,-13807,-32727,19834,328169,19502,380773
652,3217,81213,-59517,-13969,-32736,19834,327341,30300,380753
653,30071,81213,-59517,-13754,-33106,19834,278249,174767,381347
654,30071,81213,-59517,-13754,-33714,19834,277907,174791,382249
655,49402,81213,-59517,-13813,-33631,19834,204383,256974,382115
656,49402,81213,-59517,-13813,-34196,19884,204071,256883,382951
657,50695,81081,-59517,-14088,-36784,19884,196071,260525,387649
658,81855,81158,-59517,-13838,-40663,19884,31845,322632,392628
659,85589,95551,-59382,-13832,-10395,19884,25035,375676,256690
660,85589,96063,-59382,-13672,-9559,19884,25443,376360,252129
661,85589,96542,-59623,-13000,61234,19884,40271,288802,196123
662,69487,96725,-59693,-13658,48420,19884,124290,286342,196476
663,32298,96553,-59693,-13658,27315,19884,294682,174616,208328
664,30083,96553,-59693,-13645,27248,19884,301271,163168,208378
665,15660,96613,-59693,-13695,26112,19884,334214,82390,208925
666,4157,96613,-59693,-13695,26419,19884,343472,15357,208679
667,-4789,96613,-59693,-13642,31045,19884,335268,-39197,205225
668,-4789,96613,-59693,-13642,32276,19884,333517,-39444,204396
669,-4789,96613,-59693,-13642,34786,19884,329886,-39926,202819
670,-4739,96613,-59693,-13584,33399,19884,331932,-39323,203660
671,-4739,96613,-59693,-13584,33336,19884,332024,-39311,203701
672,-4739,96613,-59693,-13584,33336,19884,332024,-39311,203701
673,-4739,96613,-59693,-13584,31845,19884,334164,-39018,204673
674,-4804,96613,-59693,-13584,30553,19884,335951,-39139,205558
675,-40794,96613,-59693,23730,30312,19884,269291,-207987,207934
676,-52796,96613,-59693,23719,30715,19884,219995,-258876,207674
677,-56110,96613,-59693,10519,-9912,19884,209254,-316655,250835
678,-56110,96558,-68261,10147,-9674,19884,219647,-331830,298511
679,-55247,96558,-99078,1234,24084,19884,230681,-331090,427821
680,-39552,96558,-99078,1290,31762,19884,308546,-253424,416403
681,-39373,96558,-99078,1301,31922,19884,309265,-252382,416173
682,-43702,97520,-98938,-1868,29738,19884,292131,-281228,411799
683,-51036,127169,-98938,2829,-21825,20268,332869,-414249,243742
684,-30945,127633,-98938,-5211,-24238,20268,458339,-270849,243164
685,-29262,127633,-98938,-3998,-24818,20265,465749,-257912,244141
686,-29363,127633,-98938,-3279,-23178,21624,465016,-259283,241568
687,-24693,127633,-98938,-3237,20201,21371,459927,-213432,179393
688,-24703,127633,-98938,-3321,48252,21371,425189,-199739,156041
689,-12426,127633,-98938,7888,51511,21371,456157,-90505,155077
690,-2429,127633,-98938,14688,51414,21436,466104,-1722,156627
691,22936,127633,-98938,15163,51142,21966,422148,198763,156870
692,36075,127633,-98938,17805,48016,21811,368740,294245,159006
693,59374,127633,-98938,18308,48132,21372,221723,416318,159123
694,70874,127633,-98938,22183,51657,21372,127407,449649,159238
695,83670,127633,-98938,25031,51654,21372,21489,467631,160540
696,93345,127633,-98938,29223,51582,21457,-62072,465384,162741
697,108488,127633,-98938,9287,57236,21403,-156374,428726,153499
698,119389,127580,-98938,10026,55611,21403,-236526,393299,154500
699,119317,102951,-98938,9597,56343,21403,-208311,345149,342065
700,119317,78293,-98938,9749,73043,21403,-139216,217799,469849
701,119317,78119,-98072,10212,75046,21403,-138685,215123,464475
702,119317,60513,-98072,10246,74201,22922,-82590,115257,526895
703,119317,54433,-98072,10249,71855,22922,-61849,78711,542933
704,119317,56167,-98406,10349,-8194,22927,-37486,71511,652882
705,119317,54118,-98410,10301,-15330,22927,-21667,47369,660808
706,119317,35313,-99139,10104,-32450,22927,83441,-131088,648459
707,119317,34158,-99139,10121,-32102,24404,88289,-139859,645345
708,115247,34454,-99139,10303,-16416,24404,63028,-122873,648016
709,65575,40037,-99088,10331,-7012,24276,-27852,-66150,655293
710,59137,40037,-99088,10326,-6703,24401,-34937,-62173,655136
711,42703,40037,-99088,10274,-2506,24401,-47419,-44728,652758
712,30075,40037,-99088,10292,-3786,26385,-57463,-34518,653531
713,-361,40037,-99088,10297,-3786,26385,-67031,-650,653531
714,-7329,40683,-99088,10075,-4223,26385,-61314,6703,654518
715,-42504,41762,-99041,10512,-2437,26385,-36484,32479,654321
716,-56931,41762,-99041,10396,-2214,26385,-27010,40321,654172
717,-83099,41762,-99041,10474,-2180,26385,-6449,48052,654149
718,-104848,41762,-99041,10352,-2180,26385,11822,47021,654150
719,-118207,41762,-99041,10352,-2180,26385,22367,43017,654150
720,-126596,41762,-99041,10334,-2172,26385,28398,39282,654144
721,-126395,44325,-76528,8342,-1433,26385,-49196,-66183,573847
722,-126395,44604,-32792,2572,-12506,26385,-100493,-134838,349870
723,-126395,35372,-14017,2740,-12049,26385,-77623,-103774,261570
724,-126395,26441,-14516,-3931,46014,25684,-45593,-54285,202421
725,-121397,24904,-14463,-3085,46368,26376,-38493,-56262,203595
726,-85356,24726,-14262,22168,50155,26376,31394,-60865,204215
727,-77488,24726,-14262,23212,50410,26376,40613,-55439,204496
728,-58908,24726,-14262,25965,50328,26324,58878,-38251,205957
729,-35727,24726,-14262,27362,45148,26324,73928,-16635,211007
730,-19052,24726,-14262,0,32833,26324,78213,-27011,217780
731,18660,24726,-14262,0,30421,26374,80585,27214,220836
