,joint1,joint2,joint3,joint4,joint5,joint6,X_axis,Y_axis,Z_axis
1161,-117200,108561,-85174,-90436,-74709,86738,-101990,-390478,311991
1162,-85682,124863,-106126,-88345,-74850,86751,122606,-457657,291289
1163,-56685,132846,-111534,-85955,-74331,84150,343529,-363554,253510
1164,-10494,132846,-111534,-85996,-74331,84199,500154,-3754,253449
1165,34195,132846,-111534,-85946,-74331,84199,358235,349078,253522
1166,64823,132846,-111534,-85946,-74331,84199,130417,482886,253522
1167,69730,142232,-111585,-65570,-72149,84199,107233,518014,196961
1168,37957,146653,-111585,-65528,-69170,84199,370898,387520,153676
1169,8178,150464,-111528,-76405,-68532,84199,506744,155986,104819
1170,-15166,150414,-111584,-77239,-68385,84199,526775,-57298,104398
1171,-35681,150414,-111584,-77239,-67667,84199,473711,-239099,103731
1172,-62472,150454,-111584,-77239,-67667,84305,315087,-426939,103364
1173,-84728,150454,-111584,-77239,-67667,84359,129911,-514470,103364
1174,-98601,150524,-111584,-84576,-67719,84359,5381,-524914,93939
1175,-95020,167086,-146266,-83924,-68294,84359,34223,-571137,100728
1176,-73861,167642,-146322,-83214,-67792,84359,237900,-521160,96265
1177,-43747,167642,-146322,-83214,-66234,84415,469483,-331747,95522
1178,-12548,167642,-146322,-83267,-65645,84415,573968,-43408,95159
1179,15469,167642,-146322,-83267,-65253,84365,527674,231194,94971
1180,42437,167642,-146322,-83382,-65047,84365,364062,446764,94714
1181,69119,167642,-146322,-78096,-60505,86062,133790,568161,99466
1182,83285,167642,-146372,-67546,-58011,86111,-2381,589846,111384
1183,68645,170623,-149899,-64931,-57628,87399,149260,572951,102294
1184,42650,173004,-149929,-63304,-57763,88227,385203,448331,80005
1185,16202,173464,-149929,-64351,-59099,88227,541878,230760,75132
1186,-6654,173464,-149968,-65159,-59096,88227,588736,2649,74390
1187,-21479,173464,-149968,-65180,-59124,88227,569789,-148028,74386
1188,-37752,175611,-149968,-64536,-59145,88227,503699,-300839,53288
1189,-53412,175611,-149968,-65197,-59139,88227,403939,-425178,52520
1190,-76554,175611,-149968,-65176,-59719,88227,204584,-548977,53008
1191,-88572,175343,-149968,-65220,-59423,88227,85614,-580194,55433
1192,-88884,164368,-151009,-72782,2884,88227,7766,-623328,132671
1193,-88721,162501,-151483,-90577,74795,88227,-75368,-558261,165066
1194,-79565,168808,-151483,-99532,74179,88227,16784,-567870,116782
1195,-63892,168808,-151483,-99481,70387,88227,173604,-546395,115188
1196,-47629,168746,-151559,-98313,70527,88241,319068,-475753,114543
1197,-32976,168746,-151559,-97339,67316,88241,433527,-380545,111898
1198,-12003,168702,-151559,-96970,68872,88241,538536,-200643,112405
1199,5802,168630,-151666,-98498,74597,88241,566562,-29636,118039
1200,30363,168630,-151666,-98523,74649,88458,527569,208486,118097
1201,48498,168630,-151666,-98514,74677,88458,436450,362297,118093
1202,65464,168630,-151666,-97362,74431,89365,311864,473832,116293
1203,75398,161151,-156939,-94343,74359,89313,224363,514653,210122
1204,75065,160264,-173379,-90428,71743,81159,221949,496811,290375
1205,58566,159070,-173868,-90364,71605,81159,351572,409644,303691
1206,41361,159070,-173868,-89936,61662,80495,463265,301159,307993
1207,19653,159666,-173868,-90593,48205,80495,554741,126078,308792
1208,-10411,159666,-173868,-96710,39670,80685,551862,-160060,317631
1209,-36494,159666,-173868,-100731,57740,80736,396332,-387266,317690
1210,-62862,159615,-173868,-100729,74160,81560,163245,-507074,312206
1211,-77592,152577,-174441,-99119,68985,81560,26639,-511447,378489
1212,-78780,142418,-174367,-100683,65531,81624,8768,-462537,467883
1213,-53909,142427,-174367,-100542,63889,81624,204634,-417091,468902
1214,-35157,142478,-174367,-100751,61465,81624,331388,-329471,470520
1215,-5337,142478,-174367,-100450,53608,81624,461304,-115449,475534
1216,24094,142478,-174367,-100473,45395,81624,463161,137338,480276
1217,58563,142478,-174367,-99469,45344,81624,304613,375902,479409
1218,79472,142417,-174367,-100754,45768,81575,150297,458178,480839
1219,86117,131962,-174451,-99432,47157,81575,93063,399124,559887
1220,86102,113173,-141095,-92844,43831,81143,89921,393970,559503
1221,72040,110274,-126291,-92690,46977,81357,191822,376266,510164
1222,49957,110274,-126291,-92428,46473,81357,319221,277400,510068
1223,24015,110274,-126291,-90017,46463,81778,409347,110165,507481
1224,-5212,110443,-126291,-89943,43304,81778,415793,-100607,507430
1225,-24155,110443,-126301,-81647,47901,81778,357516,-233557,496519
1226,-53317,110446,-126301,-76907,47839,81778,198606,-380125,491413
1227,-80360,110446,-126283,-76888,46389,81778,7951,-430055,492234
1228,-95774,109875,-126283,-70836,36385,81778,-94236,-425069,497701
1229,-97352,87728,-116992,-70415,34564,81778,-85852,-285251,593942
1230,-81061,76939,-102271,-72155,35518,81778,-10730,-255918,575943
1231,-56045,77003,-102271,-72718,19106,81778,120678,-230144,587917
1232,-27996,77591,-102271,-72578,14175,81778,223059,-142664,588246
1233,-19434,79240,-102271,-73001,-23649,81778,261288,-55174,593475
1234,21789,83627,-102271,-73045,-18974,81778,271090,138849,571054
1235,54252,88398,-102271,-72994,-18531,81778,176038,291892,544194
1236,77932,91571,-102225,-73117,-22253,81778,43065,359166,525426
1237,91243,91571,-102225,-73123,-60429,81778,-82642,317159,527305
1238,105491,91492,-102294,-75758,-75437,81778,-161684,263723,520820
1239,88934,91492,-102294,-75769,-75692,81851,-79936,298484,520722
1240,53768,91492,-102294,-75951,-74859,81851,107560,290964,520729
1241,2510,91492,-102294,-75951,-75295,81800,293595,98338,520589
1242,-31390,91492,-102294,-75951,-73455,81800,300493,-84221,521172
1243,-61958,91492,-102244,-75948,-58621,81840,217788,-248567,524550
1244,-86588,91549,-102244,-75545,-66132,81840,97729,-306542,523209
1245,-108279,91417,-102304,-75580,-75462,81783,-12045,-308468,521494
1246,-117454,91468,-102304,-75694,-72603,81783,-64273,-306220,521961
1247,-122996,94870,-102136,-77992,-70241,81839,-108940,-321600,499806
1248,-108702,114322,-102303,-76086,-74056,81839,-57566,-434918,373454
1249,-88241,116758,-102356,-73577,-74874,81530,97726,-437263,359136
1250,-68106,116758,-102356,-73381,-74427,81580,242297,-377658,359256
1251,-48609,116706,-102356,-72931,-71842,81580,355899,-278807,359322
1252,-28616,116706,-102423,-69475,-75519,81580,425632,-138222,365999
1253,380,116706,-102423,-69541,-75473,81580,439335,85456,365887
1254,20285,116706,-102423,-73917,-74519,81580,383767,231686,359240
1255,52836,116706,-102423,-79031,-74476,81580,196678,401945,351718
1256,76495,116706,-102423,-78465,-74476,81580,19041,447181,352555
1257,89559,116706,-102423,-76582,-74618,81580,-81961,440148,355382
1258,94072,116706,-102423,-75501,-74436,81580,-115905,432898,356903
1259,87591,123897,-104476,-70319,-74301,81580,-62699,472096,317171
1260,96493,149673,-146035,-72708,-65377,81580,-140763,538255,285702
1261,91163,155733,-152626,-67621,-66955,81632,-88743,556058,267183
1262,76230,155733,-152626,-69054,-69775,81581,54314,556701,265690
1263,61650,155733,-152626,-66931,-70664,81572,194073,522973,268764
1264,39427,155733,-152626,-66476,-73417,81572,372510,409804,269790
1265,26961,155733,-152626,-65427,-73514,81643,452289,319101,271261
1266,15148,155733,-152626,-73455,-73516,81643,507278,223989,259829
1267,223,155733,-152626,-74264,-73479,81643,547947,86107,258645
1268,-16256,155678,-152626,-73885,-71412,81643,552423,-74767,259555
1269,-35236,155678,-152626,-73314,-66967,81742,501926,-256339,259883
1270,-50093,155678,-152575,-72993,-58311,81772,422572,-389848,258637
1271,-52143,155678,-152575,-72484,-26805,81772,401499,-452779,249452
1272,-55968,155678,-152575,-78915,-27111,81772,371644,-477624,245069
1273,-86121,155678,-152575,-86892,-27244,81772,82349,-599707,239354
1274,-102100,155678,-152575,-87996,-26670,81772,-86774,-599474,238539
1275,-110600,160368,-152444,-93744,-9358,81816,-204370,-585663,185150
1276,-98294,161903,-151984,-94896,-10513,81816,-73234,-617044,165351
1277,-85334,161903,-151984,-96263,-5318,81816,58972,-619585,165748
1278,-65950,161903,-151984,-96263,-4256,81816,259806,-565714,165919
1279,-45450,161903,-151984,-95544,754,81816,436064,-444668,166748
1280,-38504,161903,-151984,-93173,-1552,81816,488872,-385787,166499
1281,-24551,161903,-151984,-89716,-4122,81816,568998,-252730,166684
1282,1730,161903,-151984,-89775,-6055,81816,621722,28389,166713
1283,19035,161903,-151984,-89268,-5806,81848,585309,211679,166789
1284,34100,161903,-151984,-87250,-5730,81848,510281,356448,167105
1285,43398,161853,-151984,-87390,-5596,81842,446110,434049,167620
1286,52792,161853,-152034,-88941,-5189,81842,369819,500691,167662
1287,59215,161853,-152034,-89233,-4994,82463,311757,538785,167614
1288,64697,161853,-152034,-88746,-4143,82839,260130,565626,167648
1289,72970,161853,-152034,-88182,-4311,82939,175781,597233,167717
1290,83296,161853,-152034,-87174,-4445,82939,65666,619089,167849
1291,90867,161853,-152034,-87174,-4378,82939,-16362,622353,167843
1292,96497,161853,-152034,-85738,-4054,82939,-76822,617854,167975
1293,95801,144398,-152253,-84426,-4054,82896,-64995,576399,354044
1294,95275,118986,-152277,-82708,-6680,82896,-49433,421142,581018
1295,95275,110367,-152612,-82939,-8893,82957,-45927,345554,640545
1296,95275,95857,-150852,-83267,-13775,82957,-41248,212669,705938
1297,95275,86519,-147253,-83391,-14001,82907,-34499,135760,726393
1298,95275,85434,-147066,-83387,-8997,82907,-25975,127562,729639
1299,95217,85391,-147066,-83172,-9162,83049,-26044,127012,729733
1300,79445,85391,-147066,-82309,-12530,83049,4141,129036,729173
1301,57815,85391,-147066,-82318,-16369,83113,45755,120420,728087
1302,49004,85391,-147066,-82300,-17728,83113,61782,112944,727618
1303,10941,85453,-147066,-82352,-27670,83113,112091,64329,722654
1304,-4176,85508,-147066,-82386,-27615,83113,125605,32749,722559
1305,-19695,85508,-147066,-82377,-28946,83113,129815,-101,721742
1306,-30737,85508,-147066,-82606,-34185,83113,128926,-17670,718040
1307,-57526,85508,-147066,-82856,-39324,83113,111285,-68289,713796
1308,-83534,85508,-147066,-82856,-39324,83113,70072,-110172,713796
1309,-93377,85508,-147066,-82883,-39324,83113,50208,-120553,713785
1310,-93377,98956,-146889,-82879,-41621,83113,45101,-253806,668081
1311,-93377,100566,-146889,-85372,-42710,83113,45677,-270312,658349
1312,-93314,100597,-116373,-85537,-42518,83113,39381,-380435,531257
1313,-93314,100708,-78296,-85794,-42012,83113,37390,-404915,323286
1314,-93314,100607,-39218,-85826,-41301,83113,43119,-291483,142301
1315,-93314,100505,-17442,-85786,-41167,83113,49158,-184423,86743
1316,-93314,100395,-10108,-84645,-41617,77507,51826,-145871,78375
1317,-93314,100395,-10108,-84645,-41645,77802,51859,-145873,78404
1318,-93314,100343,-10108,-84218,-75162,77874,79151,-146987,123346
1319,-93271,100343,-10108,-90037,-75213,77923,80238,-138074,122683
1320,-51804,100343,-10108,-74638,-75213,77923,163484,-70574,124625
1321,-48699,100343,-10108,-74833,-75171,78821,166923,-61359,124535
1322,-33017,100449,-10108,-70764,-74988,78821,181238,-18806,124449
1323,-11952,100449,-10108,-70319,-74378,79002,176407,47003,123562
1324,3833,100449,-10108,-70282,-74519,79002,157019,93262,123784
1325,20577,100449,-10108,-70292,-74572,79002,123472,134565,123864
1326,40458,100449,-10108,-70290,-74332,79002,70413,168459,123496
1327,62101,100449,-10108,-70290,-74332,79002,3317,182553,123496
1328,65379,100449,-10108,-70176,-74332,79002,-7006,182567,123509
1329,52145,100449,-10108,-69231,-74332,79002,36201,180082,123619
1330,35323,100449,-10108,-69231,-74332,79002,86768,161899,123619
1331,7950,100449,-10108,-69242,-74332,79002,151474,103882,123618
1332,-5463,105019,-10160,-68779,-74332,79002,171850,65613,110568
1333,-30090,105019,-10160,-68986,-74332,79002,183362,-11717,110567
1334,-62498,105019,-10160,-68749,-74540,79002,148651,-108515,110886
1335,-93645,105019,-10160,-68590,-74540,79002,70991,-169980,110887
1336,-122783,105130,-10160,-67506,-74526,79002,-22105,-183969,110545
1337,-132203,105130,-10160,-67301,-74526,79002,-52201,-178004,110545
1338,-119730,105232,-29602,-47539,-75127,79002,-82061,-274530,153737
1339,-97146,105849,-67082,-25397,-52685,79002,-21088,-417730,286721
1340,-82768,105849,-67082,-25196,-52587,79002,83046,-410032,286672
1341,-61460,105849,-67082,-25186,-51760,79002,226278,-352397,285494
1342,-40246,105798,-67082,-20765,-52261,79002,335889,-250887,288383
1343,-23236,105798,-67029,-21601,-68537,79002,385481,-131576,310075
1344,-10559,105798,-67029,-23899,-59609,79002,411673,-44394,297194
1345,17224,105798,-67029,-22845,-59033,79002,386050,151403,296875
1346,39946,105798,-67029,-14417,-58648,79002,306401,281853,299377
1347,55913,105798,-67029,-16796,-59121,79002,213924,356400,299320
1348,74558,105798,-67029,-15734,-59050,79002,90188,405977,299558
1349,93269,105798,-67029,-10568,-59050,79002,-38032,414730,300888
1350,110351,105798,-67029,-6095,-59037,79002,-152698,387828,301604
1351,121160,105798,-67029,-2207,-59037,79002,-218311,355226,301922
1352,121601,105798,-67029,-16886,-59034,79002,-236821,341669,299170
1353,137199,105798,-67029,-11963,-59056,78756,-316233,270788,300588
1354,138753,87506,-67029,-12026,-36565,78365,-276899,227782,392685
1355,142832,77583,-90958,2742,27958,80330,-238474,178234,491894
1356,142832,78924,-94266,7275,74773,80343,-216911,150495,441973
1357,142646,91912,-94338,7109,74114,80343,-268668,191437,375261
1358,132378,92543,-94338,5680,74164,80343,-230467,239730,371340
1359,110545,92602,-94338,-1247,74307,80343,-114916,312045,370504
1360,97194,92602,-94338,-2524,74900,80343,-37695,329520,370213
1361,85676,92602,-94338,-2156,74900,80343,28299,330456,370190
1362,69380,92602,-94288,-3431,74900,80293,121698,308515,370040
1363,48093,92602,-94288,-3431,74900,80293,225401,243282,370040
1364,29480,92602,-94288,-3197,74900,80293,291086,158930,370019
1365,3024,92602,-94288,0,74900,80293,331165,17496,369883
1366,-20623,92602,-94288,2758,74900,80293,311853,-112845,369984
1367,-42015,92602,-94288,4097,74900,80102,250569,-217287,370106
1368,-64322,92602,-94288,4039,74900,80048,149261,-296174,370100
1369,-85473,92602,-94288,-2369,74900,80263,22550,-330871,369958
1370,-101558,92602,-94288,-3190,74900,80263,-71233,-323907,370018
1371,-103760,92602,-82524,-3425,74731,79658,-80995,-308692,313365
1372,-102305,92602,-78921,3263,74669,79658,-61852,-306992,296995
1373,-90645,92602,-78921,4884,74649,80527,3943,-313245,297173
1374,-77329,92602,-78921,7706,74602,80527,80205,-303114,297650
1375,-64354,92602,-78921,7259,74544,81156,145632,-277733,297572
1376,-46488,92602,-78921,7428,74602,80501,223944,-219420,297594
1377,-32474,92602,-78921,12984,73554,82167,276436,-152691,299282
1378,-8304,92551,-78921,13118,71848,91009,317222,-26467,299998
1379,17639,92551,-78921,10281,67071,96903,305189,112740,300663
1380,47182,92602,-78921,9770,66590,96851,211095,248672,300430
1381,79376,92602,-78921,8167,60275,96417,50789,331681,303104
1382,103856,92767,-78921,12638,61214,96691,-97087,320736,302734
1383,105503,108202,-78921,8063,59356,101359,-110252,356377,206410
1384,92297,108202,-78921,6754,59356,101359,-24142,372116,206200
1385,74902,108202,-78921,6718,59355,100905,88253,362303,206195
1386,55377,108202,-78921,6744,59048,100905,204539,312375,206252
1387,37953,108202,-78921,0,59318,100956,293816,229169,205711
1388,13472,108202,-78921,-415,55890,102854,367736,87535,206481
1389,-5783,108202,-78921,-1761,56175,103909,375423,-40360,206436
1390,-34721,108202,-78921,-1977,59357,103909,304694,-214439,205747
1391,-58324,108202,-78921,-1726,55347,103933,197028,-323620,206662
1392,-81588,108202,-78921,-2587,57389,103578,51534,-372157,206175
1393,-88900,116707,-78921,-2542,56318,102162,4041,-385554,149703
1394,-85817,121972,-78921,3291,50300,102281,32891,-394613,114016
1395,-61994,121918,-78921,4272,48313,102432,191903,-350047,114594
1396,-48622,121918,-78921,4247,49554,102432,266405,-294656,114490
1397,-29952,121918,-78921,4895,47316,102432,350103,-195154,114753
1398,1701,121918,-78921,4891,33934,102432,421218,16847,118890
1399,28664,121918,-78921,7333,30636,102432,371462,209817,120810
1400,44084,121918,-78921,7221,30643,102432,302353,300956,120797
1401,60960,121918,-78921,9237,28107,102432,202905,379631,122495
1402,75846,121855,-78921,9367,27111,102432,99048,420378,123624
1403,78477,110189,-88886,10794,9952,102432,89443,453479,285458
1404,81493,90333,-88886,15838,9505,102432,52098,376037,433788
1405,70034,90333,-88886,15837,9427,102432,125798,358194,433907
1406,64152,90333,-88886,15837,6479,102432,163144,343197,438399
1407,52088,90333,-88886,15890,6459,102432,231274,301519,438432
1408,38279,90333,-88886,15884,4693,102432,297114,237068,441129
1409,20859,90333,-88886,15884,0,102432,355289,134677,448295
1410,9301,90333,-88886,25742,-11466,102374,373447,53201,464446
1411,-17170,90395,-88886,27301,-10997,99377,358516,-119111,463181
1412,-38804,90442,-88542,27256,-5861,98506,293385,-241389,453756
1413,-58366,90442,-88431,27499,-5085,98506,196223,-325638,451997
1414,-79966,96307,-87951,21876,-5545,97642,67286,-406360,409574
1415,-105171,96307,-87951,20768,-10231,97895,-113167,-395432,416570
1416,-108138,96679,-87951,19576,1419,98097,-128000,-393151,396595
1417,-96725,96679,-87951,20797,12990,98194,-40811,-408090,379782
1418,-75421,96679,-87951,22529,6891,97687,107834,-397988,388692
1419,-53878,96679,-87951,22341,5314,96189,245894,-331501,390959
1420,-45340,96679,-87951,22283,3506,96190,291880,-292372,393584
1421,-20964,96679,-87951,22203,5643,96377,386544,-144481,390475
1422,-503,96679,-87951,22235,5643,96795,412664,-238,390477
1423,27115,96679,-87951,22294,5643,96795,365747,191104,390480
1424,47552,96679,-87951,27474,5712,98551,275424,307316,390723
1425,54095,96679,-87951,27189,9537,98551,235741,337353,385411
1426,57045,94899,-91053,27289,-3173,98551,221471,337383,434406
1427,71740,86664,-117371,27489,-2549,98551,90942,269677,627345
1428,100606,86716,-117897,27235,-2351,98551,-50444,278671,629275
1429,116648,86716,-117897,27235,-2172,98551,-125678,253961,629078
1430,121841,86716,-117897,27285,-2855,98551,-147404,241293,629826
1431,101980,86779,-117897,34280,-6211,98551,-52812,275582,632584
1432,73753,86779,-117897,74725,-8979,98551,92232,267542,628692
1433,52695,86905,-117897,76538,-10231,98551,184317,215975,627889
1434,27014,86905,-117897,79858,-10574,98551,260392,114306,627166
1435,-5102,87469,-117792,79798,-10574,98551,286621,-42092,623886
1436,-28522,87469,-117792,79928,-17461,98551,238466,-160195,623838
1437,-60103,87978,-116617,88817,-11096,98551,134017,-268224,613562
1438,-92500,98830,-115084,97311,-2925,98551,-22731,-391494,539915
1439,-114696,100702,-115024,97165,-2745,98551,-173423,-366757,526597
1440,-131678,100702,-115024,97106,-2756,98551,-272993,-300100,526599
1441,-136708,101759,-115024,97492,1590,98551,-298772,-284909,519900
1442,-122419,112837,-114915,103280,3204,98551,-253860,-408961,433355
1443,-109929,112786,-114915,103280,2590,98551,-160235,-453670,433571
1444,-91386,112734,-114915,103280,-492,98551,-12399,-480906,432904
1445,-73155,112734,-114915,103322,-3071,98551,134855,-461793,431952
1446,-56623,112734,-114915,103322,-3457,98551,260182,-404640,431807
1447,-40779,112734,-114915,103976,-7519,98551,356396,-322676,430131
1448,-27739,112734,-114915,103921,-6392,98551,420956,-232489,430594
1449,-9615,112734,-114915,103919,-4566,98551,473045,-87275,431317
1450,7862,112734,-114915,103629,-5689,98551,477546,57095,430918
1451,25266,112734,-114915,103119,-8430,98551,440033,193316,429955
1452,37575,112734,-114915,101812,-7784,98551,388201,283468,430474
1453,50311,112734,-114915,101812,-7212,98551,315536,362714,430672
1454,62151,112734,-114915,101829,-7956,98551,235359,419092,430411
1455,79314,112734,-114915,101829,-8222,98551,101601,469759,430319
1456,96271,112734,-114915,101881,-8201,98551,-39854,478970,430315
1457,98681,123621,-114915,99005,-8606,98551,-66673,525756,334580
1458,93407,123710,-114915,98207,-12806,98495,-10823,529079,333085
1459,86330,123710,-114915,98207,-14087,98495,55696,525858,332849
1460,75401,123710,-114915,96765,-15212,98559,156009,504895,333227
1461,65985,123710,-114915,95454,-15165,98559,236514,472631,333797
1462,53874,123710,-114915,94344,-15569,98559,330858,411984,334198
1463,40294,123710,-114915,91747,-15092,98559,418119,323469,335310
1464,26057,123710,-114915,91816,-15164,98559,484847,210595,335280
1465,15627,123760,-114915,91870,-16699,98559,515123,116951,334761
1466,-2790,123760,-114915,91870,-15482,98559,526316,-49962,334785
1467,-20523,125453,-114915,91643,-14412,98559,492729,-208633,319191
1468,-48178,125865,-114915,91643,-13350,98633,342030,-413748,315344
1469,-66357,125865,-114915,91217,-11607,98487,198595,-499288,315495
1470,-82408,125865,-114915,91188,-11589,98537,52829,-534737,315504
1471,-90039,125865,-114915,91421,-12072,98725,-19394,-536850,315428
1472,-90193,131796,-114973,89443,-11583,98725,-20141,-554146,259870
1473,-86552,141441,-120905,86272,-8398,102438,21597,-579074,199594
1474,-75582,141441,-120905,83883,-7217,102438,133319,-564240,199867
1475,-65307,141441,-120905,86524,-7481,102438,231329,-531435,199400
1476,-50879,141441,-120905,86716,-7948,102438,355817,-457425,199429
1477,-33752,141276,-120905,86882,-7025,102438,475493,-331115,200929
1478,-13346,141276,-120905,86868,-6469,102438,561659,-142665,200858
1479,1412,141276,-120905,86865,-4036,102438,579671,7898,200562
1480,17769,141276,-120905,86890,-4489,102438,554166,170123,200611
1481,35738,141276,-120905,89845,-3916,102631,474099,333498,200237
1482,54316,141276,-120905,90521,-3990,106147,343224,467073,200168
1483,68065,141259,-120905,91973,-4440,106310,222988,534887,200175
1484,81704,140723,-120905,94831,-6505,106310,93596,570721,205069
1485,94446,140723,-120905,98022,-10259,106310,-28740,576565,203944
1486,98182,140879,-120905,98058,-16174,106399,-56978,572588,201676
1487,95171,145881,-120905,94588,-28166,103229,-8987,574364,153823
1488,85335,145881,-120905,94569,-28910,103665,90246,566820,153951
1489,75491,145881,-120905,94405,-31244,103665,188484,540511,154472
1490,62531,145881,-120905,93489,-32461,103665,306062,483040,155435
1491,50468,145881,-120905,92588,-29367,103710,398755,413147,155472
1492,37216,145881,-120905,93440,-26919,103710,482000,314441,154416
1493,24403,145881,-120905,93491,-26920,103710,539719,199713,154382
1494,3178,145881,-120905,94444,-14024,103895,581330,10263,152692
1495,-16805,145881,-120905,94303,337,103765,559355,-168383,153410
1496,-28922,145881,-120905,94303,0,103999,511279,-282508,153371
1497,-46870,145881,-120905,94265,0,103741,399343,-426312,153371
1498,-71163,145881,-120905,87291,-378,103900,188033,-553055,153398
1499,-89270,145881,-120905,74379,-11350,103901,-9813,-584285,158511
1500,-90716,138161,-121758,67256,-6929,103913,-17318,-575504,240894
1501,-92797,102844,-121706,32029,22837,103913,-1287,-410061,517842
1502,-92797,83707,-121706,19176,68789,104853,15409,-255584,558864
1503,-92700,70795,-118921,19411,75082,104853,21804,-158025,585134
1504,-92700,41200,-90943,2854,75082,105617,3198,-25139,523925
1505,-92700,19683,-83503,918,75082,106270,5759,92190,486281
1506,-91298,8354,-69176,-18214,75082,106270,-25090,105957,427123
1507,-73864,8354,-69176,-18060,75082,106270,-55449,93571,427093
1508,-74778,8354,-69176,-8565,75082,107380,-39480,95211,425720
1509,-92913,8410,-69176,-8101,75082,107380,-7198,102345,425778
1510,-115488,8523,-69176,-7172,75082,107380,33584,95960,425901
1511,-139402,8523,-69176,-7069,75082,107140,69689,73978,425893
1512,-156493,8523,-69176,-5774,74914,107352,88917,48315,426065
1513,-140246,8523,-69176,-5732,74912,107352,71885,71208,426066
1514,-96429,8523,-69176,-5760,74912,107352,2524,101160,426068
1515,-53267,8523,-69176,-5749,74912,107352,-67343,75524,426067
1516,-34319,8523,-69176,-5719,74912,107352,-88189,49599,426065
1517,-15409,8523,-69176,-5491,74938,107352,-99388,18669,426010
1518,16951,8523,-69176,-5535,74938,106955,-93932,-37492,426013
1519,32183,8523,-69176,-5661,74883,107234,-80683,-61015,426106
1520,54150,8523,-69176,-5678,72394,107311,-51745,-86271,430020
1521,55164,8523,-69176,-5547,72394,107299,-50363,-87046,430012
1522,84020,8523,-69176,-5795,72394,107299,-1732,-100616,430027
1523,103644,8523,-69176,-5759,72286,107299,32095,-95344,430194
1524,125781,8523,-69176,-5754,72286,107121,65651,-76225,430194
1525,139484,8523,-69176,-5792,72295,106713,81882,-58463,430182
1526,143317,8523,-69176,-5237,73463,107317,85268,-53585,428309
1527,143317,8585,-47113,-3217,75111,107385,26520,-13599,344382
1528,143258,8647,-40019,-5951,75111,107385,16538,-967,313439
1529,123352,8647,-40019,-14927,75111,107333,27340,-334,315447
1530,97475,8647,-40019,-6787,74180,107333,11950,-11541,314713
1531,66997,8647,-40019,-2919,73806,107333,-725,-13097,314780
1532,31689,8647,-40019,-2966,73806,107333,-8125,-10331,314783
1533,1110,8647,-40019,-2665,73873,107333,-12311,-4304,314681
1534,-9449,8647,-40019,-2513,74164,107333,-13127,-1707,314307
1535,-17689,8647,-40019,-2517,73932,107333,-13022,121,314598
1536,-48791,8647,-40019,-2532,73932,107333,-11104,6816,314599
1537,-69055,8647,-40019,5347,74239,107333,3005,14982,314452
1538,-87793,8647,-40019,5379,73351,107333,7703,12368,315573
1539,-103023,8461,-40019,4556,73344,107333,9591,10730,315455
1540,-103484,-3026,-39933,4258,66902,107333,16901,43826,318180
1541,-115273,-3026,-38913,-4948,67067,107333,12117,42597,313736
1542,-137566,-3026,-38913,-4709,67279,107333,27669,34632,313400
1543,-117838,-3026,-38913,-4709,65145,107333,13929,40895,316597
1544,-81792,-3026,-38913,-4637,65145,107333,-12697,41271,316591
1545,-54488,-3026,-38913,-4032,64487,107155,-29267,31070,317539
1546,-23351,-3026,-38913,-3157,64487,107155,-40568,12586,317485
1547,14784,-3026,-38913,-3208,61734,107359,-38514,-14804,321686
1548,40070,-2917,-38913,-3196,61776,107359,-28233,-29592,321697
1549,79994,-2917,-38913,-3196,61797,107359,-2660,-40822,321665
1550,106169,-2917,-37587,-699,75142,142078,13522,-42783,296434
1551,110733,-2917,-29170,1760,72042,142078,5539,-22147,263805
1552,131210,-2917,-29170,23660,71621,142028,-8516,-42879,270112
1553,153301,-2866,-29222,44078,74946,142084,8529,-72717,280056
1554,138668,-2866,-29222,43960,72222,142084,-11906,-69797,283160
1555,119352,-2866,-29222,53717,35478,141753,-27671,-37653,335919
1556,107470,-2866,-29222,55559,21846,122549,-21148,-25830,351822
1557,86165,-2866,-29222,44052,17798,117426,-20370,-14714,352466
1558,76860,-2866,-29171,29143,13234,117582,-13380,-12686,354829
1559,47947,-2866,-29171,27163,13290,117582,-17247,-4860,354485
1560,41960,-2866,-29171,27163,13349,117582,-17664,-2983,354408
1561,5756,-2866,-29171,27163,13349,117582,-16016,8026,354408
1562,-12162,-1568,-29171,27365,13352,117582,-7644,11529,354715
1563,-30112,-127,-28648,28155,-21637,117114,-35986,2567,390245
1564,-30165,1570,-9531,7191,-75555,117110,-39520,10210,337265
1565,-53929,1495,-9531,5601,-75571,117375,-30308,26999,337479
1566,-72734,-2958,-9865,1167,-75560,117814,-18634,54322,335460
1567,-91886,-2958,-9865,-830,-75569,120763,3166,57345,335467
1568,-119981,-2958,-9865,0,-74680,122685,27990,48517,335549
1569,-135804,-2958,-9865,0,-74680,122934,40159,39046,335549
1570,-156390,-2907,-9865,-1436,-74680,123185,52022,20338,335572
1571,-154426,-2907,-9865,-2180,-74680,123405,51777,21075,335538
1572,-122209,-2907,-9865,-2180,-74630,124015,32525,45367,335542
1573,-100991,-2907,-9865,-1765,-74684,124015,13297,54274,335559
1574,-68409,-2907,-9865,-1742,-74404,124015,-17896,52467,335578
1575,-37310,-2907,-9865,-1746,-72908,124015,-40544,34231,335637
1576,412,-2907,-9865,-1781,-71959,123955,-51505,2319,335641
